colsample_bytree,combo,learning_rate,max_depth,min_samples_leaf,model_a_epochs,n_estimators_rf,n_estimators_xgb,rolling_windows,subsample,test_metrics_by_conference_E_ndcg,test_metrics_by_conference_E_spearman,test_metrics_by_conference_W_ndcg,test_metrics_by_conference_W_spearman,test_metrics_ensemble_mrr_top2,test_metrics_ensemble_mrr_top4,test_metrics_ensemble_ndcg,test_metrics_ensemble_ndcg10,test_metrics_ensemble_ndcg_at_12,test_metrics_ensemble_ndcg_at_16,test_metrics_ensemble_ndcg_at_20,test_metrics_ensemble_ndcg_at_4,test_metrics_ensemble_playoff_brier_championship_odds,test_metrics_ensemble_playoff_ndcg10_pred_vs_playoff,test_metrics_ensemble_playoff_ndcg_at_4_final_four,test_metrics_ensemble_playoff_rank_mae_pred_vs_playoff,test_metrics_ensemble_playoff_rank_mae_standings_vs_playoff,test_metrics_ensemble_playoff_rank_rmse_pred_vs_playoff,test_metrics_ensemble_playoff_rank_rmse_standings_vs_playoff,test_metrics_ensemble_playoff_spearman_pred_vs_playoff_rank,test_metrics_ensemble_rank_mae_pred_vs_playoff,test_metrics_ensemble_rank_mae_standings_vs_playoff,test_metrics_ensemble_rank_rmse_pred_vs_playoff,test_metrics_ensemble_rank_rmse_standings_vs_playoff,test_metrics_ensemble_roc_auc_upset,test_metrics_ensemble_spearman,test_metrics_model_a_mrr_top2,test_metrics_model_a_mrr_top4,test_metrics_model_a_ndcg,test_metrics_model_a_ndcg10,test_metrics_model_a_ndcg_at_12,test_metrics_model_a_ndcg_at_16,test_metrics_model_a_ndcg_at_20,test_metrics_model_a_ndcg_at_4,test_metrics_model_a_roc_auc_upset,test_metrics_model_a_spearman,test_metrics_model_b_mrr_top2,test_metrics_model_b_mrr_top4,test_metrics_model_b_ndcg,test_metrics_model_b_ndcg10,test_metrics_model_b_ndcg_at_12,test_metrics_model_b_ndcg_at_16,test_metrics_model_b_ndcg_at_20,test_metrics_model_b_ndcg_at_4,test_metrics_model_b_roc_auc_upset,test_metrics_model_b_spearman,test_metrics_model_c_mrr_top2,test_metrics_model_c_mrr_top4,test_metrics_model_c_ndcg,test_metrics_model_c_ndcg10,test_metrics_model_c_ndcg_at_12,test_metrics_model_c_ndcg_at_16,test_metrics_model_c_ndcg_at_20,test_metrics_model_c_ndcg_at_4,test_metrics_model_c_roc_auc_upset,test_metrics_model_c_spearman,value
0.7,0,0.07867880272389376,3,5,19,197,230,"(10, 30)",0.8,0.25977896159270825,0.2928571428571428,0.7258597620414731,0.5107142857142856,0.5,0.5,0.481972148519911,0.481972148519911,0.5257324017581512,0.5260169648452135,0.5272140590720988,0.4645175546554888,0.03218413144350052,0.48195956731520484,0.4645175546554888,7.333333492279053,3.1333333333333333,9.007404327392578,4.449719092257398,0.46117908787541706,7.333333492279053,3.1333333333333333,9.007404327392578,4.449719092257398,0.768888888888889,0.45850945494994433,0.5,0.5,0.481972148519911,0.481972148519911,0.5257324017581512,0.5260169648452135,0.5272095505135593,0.4645175546554888,0.7777777777777778,0.44649610678531704,0.16666666666666666,0.16666666666666666,0.3733067409306367,0.3733067409306367,0.373894752040198,0.4368345992281145,0.4368378605947354,0.04166423104576856,0.7366071428571429,0.6369299221357063,0.07142857142857142,0.2,0.05124995751403931,0.05124995751403931,0.056899138174850025,0.17975039715984434,0.18214810989505317,0.00711064040423231,0.8169642857142856,0.32057842046718577,0.5065628476084539
0.7,1,0.07803034557269424,3,4,25,211,274,"(10, 30)",0.8,0.22394370678028971,0.2678571428571428,0.7491604019672018,0.5928571428571427,0.5,0.5,0.4819240847818196,0.4819240847818196,0.5270979705587466,0.5273824321993277,0.5291795850789476,0.46423103544156546,0.03222232684493065,0.48191020009260827,0.46421784209645756,7.066666603088379,3.1333333333333333,8.85061264038086,4.449719092257398,0.48787541713014465,7.066666603088379,3.1333333333333333,8.85061264038086,4.449719092257398,0.6964285714285714,0.4771968854282535,0.5,0.5,0.4819240847818196,0.4819240847818196,0.5270979705587466,0.5273824321993277,0.5291572445770838,0.46423103544156546,0.7008928571428572,0.47185761957730815,0.2,0.2,0.16743496082210962,0.16743496082210962,0.3655855243268857,0.40619561682652316,0.4061991170245548,0.04166423104576856,0.7239819004524887,0.5902113459399333,0.0625,0.2,0.05124995751403931,0.05124995751403931,0.056899138174850025,0.1769467286075223,0.17934445367388585,0.00711064040423231,0.8258928571428571,0.30189098998887653,0.43670745272525024
0.7,2,0.06313464935009501,3,5,19,221,294,"(10, 30)",0.8,0.2541107980240252,0.3428571428571428,0.7350288254932673,0.5214285714285714,0.5,0.5,0.481000392235755,0.481000392235755,0.5247602311029793,0.5250454992191376,0.5262626817377412,0.4645175546554888,0.03218626230955124,0.4809877665448612,0.4645175546554888,7.266666889190674,3.1333333333333333,8.940544128417969,4.449719092257398,0.4638487208008899,7.266666889190674,3.1333333333333333,8.940544128417969,4.449719092257398,0.7098214285714286,0.46651835372636263,0.5,0.5,0.481000392235755,0.481000392235755,0.5247602311029793,0.5250379406582297,0.5262327827082137,0.4645175546554888,0.71875,0.45272525027808674,0.125,0.125,0.14292274884973974,0.14292274884973974,0.16562082360918162,0.3362152001050847,0.3737869570706604,0.04029517653159447,0.7083333333333333,0.5795328142380423,0.07142857142857142,0.2,0.05139534647930671,0.05139534647930671,0.05704448895120833,0.17989573678693135,0.1822152155273313,0.0072603807417201014,0.8214285714285714,0.3054505005561735,0.46651835372636263
0.7,3,0.07942311661195194,5,6,25,191,220,"(10, 30)",0.8,0.24121231149021843,0.3178571428571428,0.7487942496580289,0.5499999999999999,0.5,0.5,0.482748129712997,0.482748129712997,0.5279211503172527,0.5281986174111515,0.5294203635701071,0.46423103544156546,0.03222232684493065,0.4827342450237857,0.46421784209645756,6.933333396911621,3.1333333333333333,8.951722145080566,4.449719092257398,0.4874304783092325,6.933333396911621,3.1333333333333333,8.951722145080566,4.449719092257398,0.6875,0.4651835372636262,0.5,0.5,0.482748129712997,0.482748129712997,0.5279211503172527,0.5281986174111515,0.5294203635701071,0.46423103544156546,0.6875,0.4651835372636262,0.14285714285714285,0.14285714285714285,0.15000447072823514,0.15000447072823514,0.19530772882228448,0.21669629465361404,0.3696073763148881,0.04166423104576856,0.7149321266968326,0.5670745272525028,0.06666666666666667,0.2,0.05139534647930671,0.05139534647930671,0.05704448895120833,0.1779607433491712,0.18035846395567354,0.0072603807417201014,0.8258928571428571,0.3050055617352614,0.4442714126807564
0.7,4,0.06267189808510079,4,4,21,179,271,"(10, 30)",0.8,0.25575867296830074,0.3285714285714285,0.7491563943572732,0.575,0.5,0.5,0.4833400605629671,0.4833400605629671,0.5270999544956123,0.5273844126832252,0.5291792723209316,0.46423103544156546,0.03222232684493065,0.4833261758737558,0.46421784209645756,7.0,3.1333333333333333,8.778761863708496,4.449719092257398,0.489210233592881,7.0,3.1333333333333333,8.778761863708496,4.449719092257398,0.7901785714285714,0.48565072302558404,0.5,0.5,0.4833509462451459,0.4833509462451459,0.5271108373184797,0.5273952946713153,0.5291901542611603,0.46423103544156546,0.7901785714285714,0.48654060066740823,0.16666666666666666,0.16666666666666666,0.37541621626116145,0.37541621626116145,0.3760036732807924,0.43886892007480166,0.438867584361978,0.04383885297513566,0.7194570135746606,0.611123470522803,0.07142857142857142,0.2,0.05124995751403931,0.05124995751403931,0.056899138174850025,0.17975039715984434,0.18214810989505317,0.00711064040423231,0.8169642857142856,0.32057842046718577,0.4767519466073415
0.7,5,0.06920262532933563,3,6,17,152,247,"(10, 30)",0.8,0.3354361233664699,0.35357142857142854,0.7491063008386085,0.5785714285714285,0.5,0.5,0.4842461298105036,0.4842461298105036,0.5280051161290014,0.528290104030617,0.5301022967717716,0.4732201012417847,0.03222232684493065,0.4842356719535123,0.4732201012417847,6.800000190734863,3.1333333333333333,8.67947769165039,4.449719092257398,0.5443826473859844,6.800000190734863,3.1333333333333333,8.67947769165039,4.449719092257398,0.7239819004524888,0.4972191323692992,0.5,0.5,0.48426071408144267,0.48426071408144267,0.5280196965691312,0.5283046833523402,0.5301168760293716,0.4732201012417847,0.7239819004524888,0.4981090100111235,0.16666666666666666,0.16666666666666666,0.15755959458886606,0.15755959458886606,0.17946163443977936,0.39169318607856496,0.3916965884404111,0.04174492448450587,0.6898148148148148,0.5937708565072302,0.06666666666666667,0.16666666666666666,0.051798117777736574,0.051798117777736574,0.0574471544548382,0.17836337796595594,0.18068270368889544,0.0072603807417201014,0.8214285714285714,0.3041156840934371,0.4901001112347052
0.7,6,0.06473310674578524,4,4,17,224,273,"(10, 30)",0.8,0.30704259744224116,0.2964285714285714,0.7491563943572732,0.5535714285714285,0.5,0.5,0.4900700138363368,0.4900700138363368,0.489941979447248,0.5328797790418734,0.5340969226246096,0.4746471968829319,0.032184962183237076,0.4900589800175129,0.4746471968829319,7.066666603088379,3.1333333333333333,9.062744140625,4.449719092257398,0.4589543937708565,7.066666603088379,3.1333333333333333,9.062744140625,4.449719092257398,0.7420814479638008,0.4518353726362625,0.5,0.5,0.4900700138363368,0.4900700138363368,0.489941979447248,0.5328797790418734,0.5340969226246096,0.4746471968829319,0.7420814479638008,0.4518353726362625,0.16666666666666666,0.16666666666666666,0.3828482726555272,0.3828482726555272,0.4046921733955154,0.44689701290477524,0.4469673379091333,0.04383885297513566,0.7129629629629629,0.6311457174638487,0.06666666666666667,0.2,0.05139534647930671,0.05139534647930671,0.05704448895120833,0.1779607433491712,0.18028007084298683,0.0072603807417201014,0.8303571428571428,0.2912124582869855,0.45494994438264746
0.7,7,0.07249263899214756,4,6,19,228,212,"(10, 30)",0.8,0.22689704032820218,0.28571428571428564,0.7350288254932673,0.557142857142857,0.5,0.5,0.4812951788596913,0.4812951788596913,0.4811694493317358,0.5230298057975745,0.5248269778210085,0.46427248266611515,0.03218892961740494,0.4812825531687975,0.46427248266611515,7.0,3.1333333333333333,8.981462478637695,4.449719092257398,0.4634037819799778,7.0,3.1333333333333333,8.981462478637695,4.449719092257398,0.7466666666666666,0.4616240266963292,0.5,0.5,0.4812951788596913,0.4812951788596913,0.4811694493317358,0.5230298057975745,0.5248269778210085,0.46427248266611515,0.7466666666666666,0.4616240266963292,0.16666666666666666,0.16666666666666666,0.15755066359915953,0.15755066359915953,0.20143967858091358,0.3816611281957196,0.3817386420037118,0.04174492448450587,0.7685185185185185,0.575083426028921,0.0625,0.2,0.05212098780672918,0.05212098780672918,0.057769939676471704,0.1778174633134764,0.18021518455015603,0.0072603807417201014,0.8214285714285714,0.30856507230255836,0.4291434927697442
0.7,8,0.06607778949635196,5,5,18,200,230,"(10, 30)",0.8,0.34424131731348606,0.38214285714285706,0.7350288254932673,0.5285714285714286,0.5,0.5,0.48328552774254874,0.48328552774254874,0.527045435999176,0.5273298983686827,0.5285493136561008,0.4732201012417847,0.030581366270780563,0.4832738135685887,0.4732201012417847,7.133333206176758,3.1333333333333333,8.992589950561523,4.449719092257398,0.49855394883203563,7.133333206176758,3.1333333333333333,8.992589950561523,4.449719092257398,0.7991071428571429,0.4602892102335928,0.5,0.5,0.48328552774254874,0.48328552774254874,0.527045435999176,0.5273298983686827,0.5285493136561008,0.4732201012417847,0.8035714285714286,0.4562847608453838,0.2,0.2,0.3839099226055811,0.3839099226055811,0.4057525076547866,0.44740515334628983,0.4474102174281316,0.04166423104576856,0.6844444444444444,0.6649610678531702,0.06666666666666667,0.2,0.05139534647930671,0.05139534647930671,0.05704448895120833,0.1779607433491712,0.18028023060010046,0.0072603807417201014,0.8258928571428571,0.296551724137931,0.4460511679644049
0.7,9,0.061072114371789464,5,5,19,180,232,"(10, 30)",0.8,0.23708124276209683,0.3071428571428571,0.7350288254932673,0.5107142857142856,0.5,0.5,0.48175090347572314,0.48175090347572314,0.5269241860185796,0.5272092881464925,0.5284242049408568,0.46423103544156546,0.03219163045287132,0.48173697430032414,0.46421784209645756,7.5333333015441895,3.1333333333333333,9.230384826660156,4.449719092257398,0.45272525027808674,7.5333333015441895,3.1333333333333333,9.230384826660156,4.449719092257398,0.7276785714285714,0.4313681868743047,0.5,0.5,0.4823683042788111,0.4823683042788111,0.5275414246507414,0.5278264794327708,0.5290413935125913,0.46423103544156546,0.7737556561085973,0.4255839822024471,0.16666666666666666,0.16666666666666666,0.15956420350391323,0.15956420350391323,0.2267651732982539,0.3857384074324006,0.3857373318333346,0.04383885297513566,0.7239819004524888,0.585761957730812,0.07142857142857142,0.2,0.05124995751403931,0.05124995751403931,0.056899138174850025,0.17975039715984434,0.18214810989505317,0.00711064040423231,0.8169642857142856,0.3196885428253615,0.46696329254727476
