colsample_bytree,combo,learning_rate,max_depth,min_samples_leaf,model_a_epochs,n_estimators_rf,n_estimators_xgb,rolling_windows,subsample,test_metrics_by_conference_E_ndcg,test_metrics_by_conference_E_spearman,test_metrics_by_conference_W_ndcg,test_metrics_by_conference_W_spearman,test_metrics_ensemble_mrr_top2,test_metrics_ensemble_mrr_top4,test_metrics_ensemble_ndcg,test_metrics_ensemble_ndcg10,test_metrics_ensemble_ndcg_at_12,test_metrics_ensemble_ndcg_at_16,test_metrics_ensemble_ndcg_at_20,test_metrics_ensemble_ndcg_at_4,test_metrics_ensemble_playoff_brier_championship_odds,test_metrics_ensemble_playoff_ndcg10_pred_vs_playoff,test_metrics_ensemble_playoff_ndcg_at_4_final_four,test_metrics_ensemble_playoff_rank_mae_pred_vs_playoff,test_metrics_ensemble_playoff_rank_mae_standings_vs_playoff,test_metrics_ensemble_playoff_rank_rmse_pred_vs_playoff,test_metrics_ensemble_playoff_rank_rmse_standings_vs_playoff,test_metrics_ensemble_playoff_spearman_pred_vs_playoff_rank,test_metrics_ensemble_rank_mae_pred_vs_playoff,test_metrics_ensemble_rank_mae_standings_vs_playoff,test_metrics_ensemble_rank_rmse_pred_vs_playoff,test_metrics_ensemble_rank_rmse_standings_vs_playoff,test_metrics_ensemble_roc_auc_upset,test_metrics_ensemble_spearman,test_metrics_model_a_mrr_top2,test_metrics_model_a_mrr_top4,test_metrics_model_a_ndcg,test_metrics_model_a_ndcg10,test_metrics_model_a_ndcg_at_12,test_metrics_model_a_ndcg_at_16,test_metrics_model_a_ndcg_at_20,test_metrics_model_a_ndcg_at_4,test_metrics_model_a_roc_auc_upset,test_metrics_model_a_spearman,test_metrics_model_b_mrr_top2,test_metrics_model_b_mrr_top4,test_metrics_model_b_ndcg,test_metrics_model_b_ndcg10,test_metrics_model_b_ndcg_at_12,test_metrics_model_b_ndcg_at_16,test_metrics_model_b_ndcg_at_20,test_metrics_model_b_ndcg_at_4,test_metrics_model_b_roc_auc_upset,test_metrics_model_b_spearman,test_metrics_model_c_mrr_top2,test_metrics_model_c_mrr_top4,test_metrics_model_c_ndcg,test_metrics_model_c_ndcg10,test_metrics_model_c_ndcg_at_12,test_metrics_model_c_ndcg_at_16,test_metrics_model_c_ndcg_at_20,test_metrics_model_c_ndcg_at_4,test_metrics_model_c_roc_auc_upset,test_metrics_model_c_spearman,value
0.7,0,0.08357215639682275,5,5,21,197,267,"(10, 30)",0.8,0.30778800504253206,0.28571428571428564,0.7487942496580289,0.5428571428571428,0.5,0.5,0.48562467871122084,0.48562467871122084,0.4854978119657608,0.5284283938936241,0.5302303726070294,0.4746471968829319,0.03222232684493065,0.4856120975065147,0.4746471968829319,7.266666889190674,3.1333333333333333,9.04433536529541,4.449719092257398,0.4780867630700778,7.266666889190674,3.1333333333333333,9.04433536529541,4.449719092257398,0.8080357142857144,0.4540600667408231,0.5,0.5,0.48562326144283424,0.48562326144283424,0.4854963950696441,0.5284269771061917,0.5302289558258283,0.4746471968829319,0.8080357142857144,0.453615127919911,0.16666666666666666,0.16666666666666666,0.1809916941983361,0.1809916941983361,0.35653303383298424,0.3963131131588382,0.39632099695394574,0.04174492448450587,0.6923076923076923,0.6120133481646273,0.07142857142857142,0.2,0.05124995751403931,0.05124995751403931,0.056899138174850025,0.18061907061753987,0.18301677953213064,0.00711064040423231,0.8169642857142857,0.3210233592880979,0.4540600667408231
0.7,1,0.09517835010967077,5,5,21,185,289,"(10, 30)",0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-inf
0.7,2,0.07928242424331929,4,6,24,153,280,"(10, 30)",0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-inf
0.7,3,0.06692801092872515,4,5,21,151,280,"(10, 30)",0.8,0.249954618730427,0.3142857142857143,0.7487942496580289,0.575,0.5,0.5,0.4827956090220068,0.4827956090220068,0.5265549763447055,0.5268325482322941,0.5286411563497515,0.46444719014824637,0.03222232684493065,0.48278461968937053,0.46444719014824637,6.866666793823242,3.1333333333333333,8.809085845947266,4.449719092257398,0.4874304783092325,6.866666793823242,3.1333333333333333,8.809085845947266,4.449719092257398,0.7022222222222222,0.48209121245828696,0.5,0.5,0.4823320603892241,0.4823320603892241,0.5260915494709336,0.5263691569061268,0.5281683957258425,0.46444719014824637,0.7066666666666667,0.47452725250278077,0.16666666666666666,0.16666666666666666,0.15615197551768892,0.15615197551768892,0.1787611950608904,0.3827019546049925,0.3827755447788216,0.04029517653159447,0.6923076923076923,0.6124582869855395,0.0625,0.2,0.05124270050332162,0.05124270050332162,0.05689188307031086,0.1769394740594929,0.1792962913884343,0.00711064040423231,0.8303571428571428,0.28587319243604004,0.48209121245828696
0.7,4,0.0665003488039508,3,5,24,211,243,"(10, 30)",0.8,0.30635350296590635,0.27499999999999997,0.7258597620414731,0.557142857142857,0.5,0.5,0.484228168005852,0.484228168005852,0.5279871590423263,0.5282721796338701,0.5294488056367049,0.4732201012417847,0.03222232684493065,0.48421558680114585,0.4732201012417847,7.333333492279053,3.1333333333333333,9.117748260498047,4.449719092257398,0.45317018909899887,7.333333492279053,3.1333333333333333,9.117748260498047,4.449719092257398,0.7601809954751131,0.4451612903225806,0.5,0.5,0.484228168005852,0.484228168005852,0.5279871590423263,0.5282721796338701,0.5294488056367049,0.4732201012417847,0.7647058823529412,0.435817575083426,0.2,0.2,0.3832209726712982,0.3832209726712982,0.3838074164677817,0.44721113545486374,0.4472861383039984,0.04166423104576856,0.7194570135746606,0.6088987764182424,0.06666666666666667,0.2,0.05139534647930671,0.05139534647930671,0.05704448895120833,0.1779607433491712,0.18035846395567354,0.0072603807417201014,0.8258928571428571,0.3050055617352614,0.4451612903225806
0.7,5,0.07488882085102483,4,6,17,172,299,"(10, 30)",0.8,0.23955475753837435,0.2714285714285714,0.7487942496580289,0.5285714285714286,0.5,0.5,0.48234062808096,0.48234062808096,0.5261001149122181,0.5263777216903909,0.5275923550513858,0.4645175546554888,0.03222232684493065,0.48233017022396873,0.4645175546554888,7.599999904632568,3.1333333333333333,9.298745155334473,4.449719092257398,0.45494994438264746,7.599999904632568,3.1333333333333333,9.298745155334473,4.449719092257398,0.8080357142857143,0.4229143492769744,0.5,0.5,0.48233819736913686,0.48233819736913686,0.5260976848388632,0.5263752918034371,0.5275899251751192,0.4645175546554888,0.8080357142857143,0.4189098998887653,0.16666666666666666,0.16666666666666666,0.15610647838201128,0.15610647838201128,0.17875823262970786,0.38765134080642366,0.3877288282681352,0.04029517653159447,0.7058823529411764,0.6048943270300334,0.06666666666666667,0.2,0.05139534647930671,0.05139534647930671,0.05704448895120833,0.1779607433491712,0.18028023060010046,0.0072603807417201014,0.8258928571428571,0.296551724137931,0.4229143492769744
0.7,6,0.07737428343738809,5,4,21,224,297,"(10, 30)",0.8,0.24076877237762184,0.38928571428571423,0.748505701743168,0.4928571428571427,0.5,0.5,0.48272746765262164,0.48272746765262164,0.5264875224933174,0.526757685886609,0.5279748974814175,0.46421121466877174,0.03222232684493065,0.4827115210214115,0.46419589766943586,7.266666889190674,3.1333333333333333,8.8656644821167,4.449719092257398,0.4843159065628476,7.266666889190674,3.1333333333333333,8.8656644821167,4.449719092257398,0.7098214285714286,0.47541713014460507,0.5,0.5,0.4822648261600205,0.4822648261600205,0.5260250025214511,0.5262952013927825,0.5275124150217001,0.46421121466877174,0.7142857142857143,0.47185761957730815,0.14285714285714285,0.14285714285714285,0.15059419892435702,0.15059419892435702,0.17320462719442217,0.21388180489701356,0.21388117458793893,0.04222475049449274,0.7175925925925926,0.5332591768631813,0.06666666666666667,0.2,0.05289725326593785,0.05289725326593785,0.058546001236223486,0.1794621404592409,0.1818598544622665,0.00711064040423231,0.8125,0.32413793103448274,0.47541713014460507
0.7,7,0.07887036435852988,3,6,18,185,281,"(10, 30)",0.8,0.2499171265547996,0.28928571428571426,0.7491604019672018,0.6035714285714285,0.5,0.5,0.4839518284907043,0.4839518284907043,0.4838254011480895,0.5267636732215307,0.5285656507178093,0.46449490234372454,0.03222232684493065,0.483940839158068,0.46449490234372454,6.933333396911621,3.1333333333333333,8.8656644821167,4.449719092257398,0.49499443826473855,6.933333396911621,3.1333333333333333,8.8656644821167,4.449719092257398,0.7422222222222222,0.47541713014460507,0.5,0.5,0.4839518284907043,0.4839518284907043,0.4838254011480895,0.5267636699207424,0.5285656474170355,0.46449490234372454,0.7422222222222222,0.47185761957730815,0.16666666666666666,0.16666666666666666,0.3806906454994109,0.3806906454994109,0.4039262725387678,0.4465870848572767,0.44658979008123173,0.04166423104576856,0.7466666666666667,0.5955506117908788,0.07142857142857142,0.2,0.05139534647930671,0.05139534647930671,0.05704448895120833,0.17989573678693135,0.1822152155273313,0.0072603807417201014,0.8214285714285714,0.3054505005561735,0.47541713014460507
0.7,8,0.09492126866349254,5,4,17,157,217,"(10, 30)",0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-inf
0.7,9,0.09582248675836272,4,6,14,220,228,"(10, 30)",0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-inf
